"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"v2l542k","484","2","Belarco","The Legendary Hero Is Dead!","3","Fri, 27 Oct 2023 11:51:58 GMT","1698407518355","79","","","","No","No","lownumber","","1","0","3","353718806025207808","353718806025207808","876904008319643699","50","F","S","S","S","A","F","C","",""
"v2lkfsp","8216","4","Arvis","Fire Emblem: Genealogy of the Holy War","4","Fri, 27 Oct 2023 09:48:58 GMT","1698400138993","134","","","","No","No","game","","5","0","4","353718806025207808","353718806025207808","876904008319643699","74","F","S","S","S","S","F","D","",""
"v2lw8hg","27801","2","Diamondback","Marvel Disk Wars: The Avengers","2","Fri, 27 Oct 2023 09:08:53 GMT","1698397733210","19","","","","No","No","pink","","1","0","2","353718806025207808","353718806025207808","876904008319643699","13","F","S","S","S","A","F","D","",""
"v2l0zg9","53779","1","Liz","Virtual-san Looking","1","Fri, 27 Oct 2023 03:06:52 GMT","1698376012514","5","","","","No","No","pink","","1","0","1","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","B","F","D","",""
"v2f9z1v","713","4","Isaac Lombard","I'm the Villainess, So I'm Taming the Final Boss","2","Thu, 26 Oct 2023 13:56:24 GMT","1698328584949","40","","","","No","No","lownumber","","1","0","2","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","S","F","D","",""
"v2f3z1k","3002","5","An Shiraishi","Project SEKAI COLORFUL STAGE! feat. Hatsune Miku","2","Thu, 26 Oct 2023 11:29:21 GMT","1698319761887","76","","","","No","No","bignumber","","206","0","2","224035959300292608","353718806025207808","876904008319643699","36","F","S","S","F","D","F","D","",""
"v2f409b","24908","1","Bertram","Fire Emblem: Path of Radiance","1","Thu, 26 Oct 2023 07:24:30 GMT","1698305070699","6","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v2f4fck","2734","5","Death the Kid","Soul Eater","3","Thu, 26 Oct 2023 06:24:10 GMT","1698301450632","165","","","","No","No","bignumber","","340","0","3","353718806025207808","353718806025207808","876904008319643699","91","F","S","S","S","S","F","D","",""
"v2fn4xn","58664","1","Pyro","Pokémon","3","Thu, 26 Oct 2023 04:12:33 GMT","1698293553858","13","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","S","F","D","",""
"v2fzm5w","72","6","Sakuya Sakuma","A3! Season Spring & Summer","3","Thu, 26 Oct 2023 04:01:22 GMT","1698292882995","146","","","","No","No","lownumber","","2","0","3","364897172560281600","364897172560281600","1094118704247209987","89","F","S","F","F","A","F","B","",""
"v2fhd85","74","6","Renji Abarai","Bleach","0","Thu, 26 Oct 2023 04:01:21 GMT","1698292881962","23","","","","No","No","lownumber","","62","0","0","364897172560281600","364897172560281600","1094118704247209987","14","F","S","F","F","B","F","A","",""
"v2fn52z","2815","5","Kusabi","Amazing Stranger","1","Thu, 26 Oct 2023 03:38:55 GMT","1698291535011","16","","","","No","No","pink","","1","0","1","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","S","F","D","",""
"v2fbxlp","18375","1","Toso","Food Fantasy","2","Thu, 26 Oct 2023 02:08:00 GMT","1698286080934","22","","","","No","No","pidge","","2","0","2","353718806025207808","353718806025207808","876904008319643699","13","F","S","S","S","D","F","D","",""
"v2fbpxc","58345","1","Axe Hand Morgan","One Piece","3","Thu, 26 Oct 2023 00:34:05 GMT","1698280445641","28","","","","No","No","anime","","3","0","3","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","A","F","D","",""
"v2fwhr1","455","5","Machi","Hunter x Hunter","4","Wed, 25 Oct 2023 20:49:51 GMT","1698266991137","344","","","","No","No","lownumber","","78","0","4","353718806025207808","353718806025207808","876904008319643699","208","F","S","S","S","S","F","C","",""
"v2fh0nf","8194","4","Hajime Nagumo","Arifureta: From Commonplace to World's Strongest","2","Wed, 25 Oct 2023 19:02:16 GMT","1698260536024","68","","","","No","No","bignumber","","114","0","2","364897172560281600","364897172560281600","1094118704247209987","33","F","S","F","F","A","F","D","",""
"v2f04kq","195","6","Seijuro Hiko","Rurouni Kenshin","1","Wed, 25 Oct 2023 18:45:01 GMT","1698259501849","38","","","","No","No","lownumber","","7","0","1","353718806025207808","353718806025207808","876904008319643699","26","F","S","S","S","A","F","B","",""
"v2f000m","14213","3","Rikka Takanashi","Love, Chunibyo & Other Delusions!","2","Wed, 25 Oct 2023 17:33:35 GMT","1698255215563","85","","","","No","No","anime","","692","0","2","353718806025207808","353718806025207808","876904008319643699","45","F","S","S","S","A","F","D","",""
"v29ct70","58649","1","Shiori Myouga","Kiniro no Corda: Blue Sky","3","Wed, 25 Oct 2023 14:19:12 GMT","1698243552075","13","","","","No","No","pink","","1","0","3","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","A","F","D","",""
"v29stf7","58673","1","Iono Tomonaga","Fight Ippatsu! Juuden-Chan!!","1","Wed, 25 Oct 2023 11:27:45 GMT","1698233265663","2","","","","No","No","pink","","1","0","1","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v29d5r1","872","3","Eira","The Alchemist Code","4","Wed, 25 Oct 2023 10:57:34 GMT","1698231454069","209","","","","No","No","lownumber","","2","0","4","353718806025207808","353718806025207808","876904008319643699","118","F","S","S","S","A","F","D","",""
"v29pg2c","10067","4","U-1146","Cells at Work!","4","Tue, 24 Oct 2023 22:07:25 GMT","1698185245542","213","","","","No","No","anime","","40","0","4","353718806025207808","353718806025207808","876904008319643699","114","F","S","S","S","A","F","D","",""
"v29n5qh","8825","4","Materia Shiro","Frame Arms Girl","3","Tue, 24 Oct 2023 18:17:49 GMT","1698171469099","72","","","","No","No","hot","","1","0","3","353718806025207808","353718806025207808","876904008319643699","40","F","S","S","S","S","F","D","",""
"v29jq9t","435","4","Lofia","The Alchemist Code","3","Tue, 24 Oct 2023 16:42:01 GMT","1698165721797","113","","","","No","No","lownumber","","1","0","3","364897172560281600","364897172560281600","1094118704247209987","61","F","S","F","F","S","F","C","",""
"v295brp","18976","3","Chrysanthemum Wine","Food Fantasy","4","Tue, 24 Oct 2023 15:14:16 GMT","1698160456765","162","","","","No","No","pidge","","3","0","4","353718806025207808","353718806025207808","876904008319643699","79","F","S","S","S","F","F","D","",""
"v2gxdmx","67","6","Amelia Rose","The Iceblade Sorcerer Shall Rule the World","0","Tue, 24 Oct 2023 14:20:55 GMT","1698157255650","18","","","","No","No","lownumber","","18","0","0","364897172560281600","364897172560281600","1094118704247209987","13","F","S","F","F","A","F","A","",""
"v29kxmw","1243","1","Fami","Chainsaw Man","4","Tue, 24 Oct 2023 13:53:06 GMT","1698155586591","302","","","","No","No","bignumber","","164","0","4","353718806025207808","353718806025207808","876904008319643699","183","F","S","S","S","A","F","C","Sun, 26 Nov 2023 10:42:31 GMT","1700995351410"
"v29hxs9","507","3","Satoru Kaji","Buddy Daddies","1","Tue, 24 Oct 2023 12:06:07 GMT","1698149167097","23","","","","No","No","lownumber","","0","0","1","","353718806025207808","876904008319643699","13","F","S","S","F","F","F","C","",""
"v2926dl","82","6","Saeko Busujima","Highschool of the Dead","1","Tue, 24 Oct 2023 12:03:02 GMT","1698148982466","43","","","","No","No","lownumber","","265","0","1","353718806025207808","353718806025207808","876904008319643699","29","F","S","S","S","A","F","B","",""
"v29hg0v","20280","2","Surströmming","Food Fantasy","2","Tue, 24 Oct 2023 11:31:55 GMT","1698147115658","39","","","","No","No","pidge","","11","0","2","353718806025207808","353718806025207808","876904008319643699","23","F","S","S","S","A","F","D","",""
"v2gx4h0","392","3","Yanqing","Honkai: Star Rail","1","Tue, 24 Oct 2023 01:56:16 GMT","1698112576102","44","","","","No","No","lownumber","","159","0","1","364897172560281600","364897172560281600","1094118704247209987","24","F","S","F","F","A","F","C","",""
"v2gsgmp","339","4","Haruya Nanjou","The Dangers in My Heart","1","Tue, 24 Oct 2023 01:56:08 GMT","1698112568534","24","","","","No","No","lownumber","","0","0","1","364897172560281600","364897172560281600","1094118704247209987","13","F","S","F","F","A","F","C","",""
"v2gd873","2917","5","Arthur","Fire Emblem Fates","2","Tue, 24 Oct 2023 00:46:36 GMT","1698108396741","31","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","19","F","S","S","S","S","F","D","",""
"v2gd6b0","53336","1","Elder Pipi","Kirby: Right Back at Ya!","2","Mon, 23 Oct 2023 23:25:23 GMT","1698103523921","3","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v2gfw1v","58573","1","Shiori Myouga","Kiniro no Corda: Blue Sky","2","Mon, 23 Oct 2023 18:09:07 GMT","1698084547535","6","","","","No","No","pink","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v2g43hf","58355","1","Teddiursa","Pokémon: Spell of the Unown","3","Mon, 23 Oct 2023 12:56:54 GMT","1698065814797","32","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","18","F","S","S","S","A","F","D","",""
"v2gjw92","378","4","Mabel","The Alchemist Code","3","Mon, 23 Oct 2023 08:37:56 GMT","1698050276644","122","","","","No","No","lownumber","","1","0","3","353718806025207808","353718806025207808","876904008319643699","75","F","S","S","S","A","F","C","",""
"v2g2018","36842","1","Abiko Samejima","Oshi no Ko","2","Mon, 23 Oct 2023 02:56:38 GMT","1698029798246","29","","","","No","No","pink","","17","0","2","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","S","F","D","",""
"v2gqppl","42700","1","Rotom Dex","Pokémon Sun & Moon","1","Mon, 23 Oct 2023 00:12:46 GMT","1698019966516","7","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"v2g047d","192","6","Tatsuhiko Aota","Slam Dunk","3","Sun, 22 Oct 2023 22:58:46 GMT","1698015526203","123","","","","No","No","lownumber","","1","0","3","353718806025207808","353718806025207808","876904008319643699","79","F","S","S","S","S","F","B","",""
"v23sfj9","661","5","Catherine","Catherine","2","Sun, 22 Oct 2023 18:11:57 GMT","1697998317493","78","","","","No","No","lownumber","","54","0","2","353718806025207808","353718806025207808","876904008319643699","48","F","S","S","S","S","F","C","",""
"v23spxx","4","2","Haku","The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far","2","Sun, 22 Oct 2023 17:56:05 GMT","1697997365296","37","","","","No","No","lownumber","","0","0","2","405795845443682317","353718806025207808","876904008319643699","23","F","S","S","F","B","F","A","",""
"v23789l","26347","1","Yuuta Mukouhara","The Disastrous Life of Saiki K.","2","Sun, 22 Oct 2023 16:39:55 GMT","1697992795033","5","","","","No","No","anime","","0","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","B","F","D","",""
"vmt8wxm","188","3","Karen Kino","Kaguya-sama: Love Is War","3","Sun, 22 Oct 2023 15:54:42 GMT","1697990082153","99","","","","No","No","lownumber","","1","0","3","366763453081321473","366763453081321473","752188244392935487","64","F","S","F","F","S","F","A","",""
"vhqr2lf","421","2","Nasario","The Alchemist Code","1","Sun, 22 Oct 2023 15:43:55 GMT","1697989435842","19","","","","No","No","lownumber","","0","0","1","364897172560281600","364897172560281600","1103431446422618143","13","F","S","F","F","B","F","B","",""
"v2rg5jf","379","4","Ewan","The Alchemist Code","3","Sun, 22 Oct 2023 15:43:48 GMT","1697989428852","94","","","","No","No","lownumber","","1","0","3","364897172560281600","364897172560281600","876904008319643699","53","F","S","F","F","A","F","B","",""
"v0h4h19","30932","2","Fuyuhiko Kuzuryuu","Danganronpa 2: Goodbye Despair","2","Sun, 22 Oct 2023 15:22:14 GMT","1697988134870","50","","","","No","No","danganronpa","","30","0","2","366763453081321473","366763453081321473","752188244392935487","26","F","S","F","F","A","F","D","",""
"v23lntw","7986","3","Thomas Meyer","Great Pretender","3","Sun, 22 Oct 2023 13:27:03 GMT","1697981223502","47","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","876904008319643699","25","F","S","S","S","A","F","D","",""
"v23b85h","323","5","Yamada Asaemon Senta","Hell's Paradise: Jigokuraku","3","Sat, 21 Oct 2023 22:46:16 GMT","1697928376478","126","","","","No","No","lownumber","","7","0","3","353718806025207808","353718806025207808","876904008319643699","78","F","S","S","S","A","F","C","",""
"v23hpwx","58337","1","Kain Fuery","Fullmetal Alchemist","2","Sat, 21 Oct 2023 16:56:33 GMT","1697907393074","10","","","","No","No","watchlist","","1","0","2","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","A","F","D","",""
"v23qfxb","58542","1","Lilo","One Piece","0","Sat, 21 Oct 2023 16:26:20 GMT","1697905580768","2","","","","No","No","anime","","1","0","0","386856232490893312","353718806025207808","876904008319643699","1","F","S","S","F","F","F","D","",""
"v2rdxj3","52207","1","Tamaki","A Whisker Away","3","Sat, 21 Oct 2023 08:44:49 GMT","1697877889825","19","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","876904008319643699","11","F","S","S","S","F","F","D","",""
"v2rsk7g","3719","2","Pirate Captain","Avatar: The Last Airbender","2","Sat, 21 Oct 2023 07:44:02 GMT","1697874242814","34","","","","No","No","pidge","","1","0","2","353718806025207808","353718806025207808","876904008319643699","21","F","S","S","S","S","F","D","",""
"v2rd7nz","58221","1","Lyra","Pokémon: Diamond & Pearl","2","Sat, 21 Oct 2023 06:43:23 GMT","1697870603988","15","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","S","F","D","",""
"v2r7vh2","58444","1","Kellie","Pokémon: The Power of Us","2","Sat, 21 Oct 2023 04:50:06 GMT","1697863806666","6","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v2r8bfv","8689","4","Kohaku","Tsukihime","2","Sat, 21 Oct 2023 03:19:31 GMT","1697858371794","40","","","","No","No","burn","","18","0","2","353718806025207808","353718806025207808","876904008319643699","23","F","S","S","S","A","F","D","",""
"v2r8nbs","20631","2","Hamburger","Food Fantasy","3","Sat, 21 Oct 2023 02:43:27 GMT","1697856207043","67","","","","No","No","pidge","","3","0","3","353718806025207808","353718806025207808","876904008319643699","34","F","S","S","S","F","F","D","",""
"v2rl935","58228","1","Pem Scarlet","Black Clover","3","Sat, 21 Oct 2023 02:12:27 GMT","1697854347991","21","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","876904008319643699","13","F","S","S","S","S","F","D","",""
"v2r95r5","58054","1","Yansu","Pokémon Sun & Moon","2","Fri, 20 Oct 2023 23:55:22 GMT","1697846122344","4","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"v2r3hc9","20258","3","Plum Juice","Food Fantasy","1","Fri, 20 Oct 2023 21:34:10 GMT","1697837650511","17","","","","No","No","pidge","","1","0","1","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","S","F","D","",""
"v2rpv09","58412","1","Cob Portaport","Black Clover","2","Fri, 20 Oct 2023 19:51:22 GMT","1697831482275","7","","","","No","No","anime","","1","0","2","","353718806025207808","876904008319643699","4","F","S","S","F","B","F","D","",""
"v2r4sp2","12161","1","Sigurd","Fire Emblem: Genealogy of the Holy War","2","Fri, 20 Oct 2023 18:59:28 GMT","1697828368591","11","","","","No","No","game","","7","0","2","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","S","F","D","",""
"v2r436d","58022","1","Nimi Minimi","Valkyrie Drive: Mermaid","0","Fri, 20 Oct 2023 18:29:18 GMT","1697826558386","5","","","","No","No","hot","","13","0","0","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
